ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
SAMHD1	6.30419	7.5315	6.24137	6.14979	5.68304	5.80748	6.31497	6.26073	6.21853	6.84395	6.92894	7.54127
SAMM50	7.06554	8.21555	8.50896	6.87626	6.61874	7.11802	6.60798	6.6888	6.99654	7.09802	7.2656	7.26701
SAMSN1	6.51471	5.50126	3.71519	4.67077	4.448	5.76832	4.09605	5.32737	4.95397	5.24644	5.00522	4.88356
SAP130	6.31716	7.26962	6.59715	5.75257	5.48894	5.88053	6.46254	6.30073	6.57648	6.35707	6.366	6.42419
SAP18	8.54364	7.89878	8.30573	8.14148	8.02224	8.4187	7.65247	8.11483	7.81556	7.97783	8.01391	8.20754
SAP30BP	7.89915	7.60489	6.84482	6.79794	6.94698	7.18463	6.69905	7.4228	7.67666	7.0768	6.92043	6.91988
SAP30L	7.04925	7.54592	7.26613	6.31173	6.45677	6.42487	7.36467	6.65552	6.61213	7.12444	7.17367	7.39466
SAP30	6.04501	5.44674	3.76677	4.13208	4.09367	4.91051	5.2679	4.79787	4.93967	5.40959	4.9328	4.26706
SAPS1	8.52238	8.16934	8.43316	7.1325	6.97635	7.34343	7.90471	8.25337	7.75519	7.23309	7.4055	6.98323
SAPS2	8.704	8.72144	9.25445	7.89395	7.53956	8.05038	7.13038	7.27289	7.42158	7.29208	7.16875	6.69585
SAPS3	8.2247	8.02878	7.65017	7.41998	7.37337	7.56476	7.51814	7.4964	7.72422	7.61621	7.44912	7.58161
SAR1A	8.09255	7.78655	7.98446	7.95613	7.85477	8.0356	7.42131	8.28245	7.84256	7.80237	8.35706	8.89044
SAR1B	7.58934	8.17836	7.84228	7.73674	7.45819	7.69984	6.23992	6.32862	6.36343	6.31317	6.37372	6.4067
SARDH	6.82655	8.44269	8.02584	9.07246	8.81314	8.81031	3.49459	3.85455	4.29073	5.10479	4.22338	2.53916
SARM1	5.62174	6.62755	4.01689	4.1175	3.59187	4.16821	7.65306	5.24067	5.77716	5.90731	5.61008	5.61574
SARNP	7.44181	6.98269	6.41203	6.46737	6.19052	6.76278	5.76558	6.99405	6.88098	6.87143	6.67959	6.68944
SARS2	6.6107	6.77079	7.0261	6.24222	5.82305	6.30992	5.62884	6.0697	6.21205	5.88695	5.82749	5.19421
SARS	8.98582	9.20009	7.67136	8.12118	7.95472	8.16252	7.79684	7.91667	7.93956	8.24143	8.03704	7.89821
SART1	8.50086	8.36939	7.09008	7.16935	7.21891	7.53849	6.75881	7.34217	7.32253	7.35288	7.31836	7.01116
SART3	7.49776	7.56631	6.84268	6.80017	6.70808	6.56808	7.00349	7.44052	7.09284	7.15267	6.9764	6.84252
SASH1	6.2653	6.82437	5.66296	6.32077	6.50279	6.34564	4.7942	5.81845	6.82427	7.29575	7.8557	8.40262
SASH3	7.12609	5.99645	4.54997	4.2257	4.86777	5.50939	4.90936	6.02468	5.64165	6.06574	6.20879	5.47127
SASS6	5.05625	5.89164	4.12044	3.29936	2.82241	3.73626	5.56799	4.95451	4.93475	4.48593	4.39747	4.20434
SAT1	9.24019	8.58336	9.18359	9.66777	9.31749	10.0057	7.27499	8.04726	8.05422	8.46534	8.25	8.41725
SAT2	8.75511	7.8755	8.66527	8.84908	8.69735	8.88613	6.65433	6.57792	6.37477	6.94641	6.88912	6.90007
SATB1	6.43615	6.67834	4.7887	6.35437	6.12249	6.08677	6.5944	5.30511	6.44092	6.40649	6.18117	6.63888
SATB2	6.80461	6.23245	6.20859	5.39363	5.35186	5.20949	3.392	5.76305	6.25826	4.01689	4.66101	5.26246
SATL1	3.92196	4.7223	4.13208	3.71778	3.58001	3.98224	3.67953	3.5613	3.33687	3.37142	3.90486	4.12151
SAV1	6.1591	6.42649	6.04501	6.24804	6.4892	6.56667	5.94141	5.95194	6.35195	7.37977	7.03736	7.37411
SBDSP1	6.31716	6.16331	6.38519	6.15486	6.24028	6.05444	5.54536	5.91837	5.91253	6.33198	6.33046	6.91535
SBDS	7.83716	8.22336	7.71289	8.05991	7.90027	8.11791	7.14544	7.08667	7.05392	7.88777	8.10325	8.66031
SBF1P1	1.33433	1.29233	1.01364	0	0	0.921904	0.261117	0	0	0.791572	0.77484	0.86164
SBF1	7.82883	8.47094	8.22229	6.07993	5.04986	6.19441	7.71188	7.60367	7.30767	7.16991	7.42967	7.44975
SBF2	6.4792	7.34873	6.75707	6.42882	6.23374	5.94733	6.73752	6.12304	6.45827	6.68728	6.84874	7.90491
SBK1	4.20572	4.5345	3.02558	2.36638	2.6846	3.02627	6.88032	6.87841	7.1882	5.31742	5.18474	1.94125
SBK2	0	0	0	0	0	0	0	0	0	0	0	0
SBNO1	4.99301	6.4151	6.24222	5.2575	5.44242	4.59402	6.21474	5.50815	5.78369	5.73005	5.62019	6.65932
SBNO2	7.8999	7.18235	6.6896	6.91572	7.04925	7.14598	8.29527	8.33057	7.90231	7.30859	6.97885	6.27196
SBSN	0	1.39632	0	1.00544	0.73469	0.368462	1.2636	1.65765	1.08488	2.54393	3.08887	3.00413
SC4MOL	8.80702	8.64997	7.74932	9.88903	9.9823	10.2686	6.7961	6.8168	7.63375	6.82718	7.09824	5.93297
SC5DL	7.50439	8.46168	7.23562	9.30128	8.96085	8.73729	6.55202	6.72971	7.12265	7.51062	7.41709	7.20807
SC65	5.47646	5.90536	4.54713	4.73329	3.96964	4.93943	7.1468	7.55361	6.60768	6.41015	5.58834	4.68457
SCAF1	7.86902	8.1682	7.80873	7.24993	7.05186	7.28961	7.8447	7.96915	7.79481	7.18902	7.42273	6.84469
SCAI	4.92035	5.54126	4.86767	4.69481	4.8863	4.76273	5.82123	5.53355	5.58427	5.32826	5.30564	5.5495
SCAMP1	6.82329	7.07242	7.43011	6.81454	6.56103	6.91473	7.57065	7.0062	7.16384	6.99004	7.02036	6.66258
SCAMP2	8.06149	8.78539	7.43248	7.43897	7.27794	7.70841	7.90433	7.78168	7.90308	7.80029	7.98833	7.69925
SCAMP3	8.6174	8.18758	8.07465	6.92166	6.73221	7.1325	7.43442	7.55977	7.70557	7.09933	7.36752	6.90875
SCAMP4	7.40062	7.35883	6.80351	6.82871	6.90975	7.10168	8.00357	7.66843	8.1485	7.67862	7.56902	6.70463
SCAMP5	5.81711	7.87702	6.4599	3.788	3.87047	6.1181	7.63746	5.93049	5.34286	5.82065	5.681	4.89623
SCAND1	7.89133	8.01533	7.0579	7.21082	7.02643	8.03463	6.91342	7.94277	7.29426	6.49279	6.78502	5.66355
SCAND2	5.57595	6.1506	5.44242	4.93475	4.77833	4.84488	6.20574	5.78558	5.70284	5.65738	5.38975	5.5807
SCAND3	6.1334	4.63042	3.91096	4.38779	3.91244	4.07489	4.88216	4.28328	3.94401	4.51898	3.51937	2.83642
SCAPER	5.71373	6.61338	5.83481	5.53733	4.84264	5.6058	5.98484	5.08993	5.49491	5.80356	5.76816	5.94237
SCAP	8.59231	8.64089	7.89482	7.93395	7.39722	7.80689	7.57298	7.5525	7.50413	7.60776	7.75098	7.26824
SCARA3	4.8544	7.19968	7.33694	4.95568	4.73969	4.72602	8.25021	5.82917	6.89376	7.44195	7.28873	7.04856
SCARA5	2.16172	3.3365	0.993783	4.94487	3.5616	2.47368	2.34852	2.97066	4.1931	6.78358	7.63131	8.75192
SCARB1	9.05975	9.51326	9.73714	9.36022	8.58597	9.21553	6.9491	6.76274	6.11454	7.41498	8.0671	7.97673
SCARB2	8.77709	9.16566	9.29109	9.15536	8.85066	9.04606	8.8056	7.98564	8.8812	8.74311	8.9196	9.09297
SCARF1	6.56103	5.99396	5.80513	5.18739	5.54518	5.56834	4.83387	5.50077	5.3269	5.53239	5.94642	6.00206
SCARF2	4.93349	5.35659	3.24721	4.19671	3.74507	4.88668	5.34152	5.9329	6.33669	5.45403	5.41013	4.95852
SCARNA10	1.68762	0	0.500385	3.48863	0.174845	1.43354	0	0	0.310699	1.66101	0.889488	0.824102
SCARNA11	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA12	2.66131	2.67217	2.52893	3.29529	0	1.86078	2.18721	2.71794	1.66101	1.82935	0.77484	0.86164
SCARNA14	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA15	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA16	0	2.11117	0	1.94826	0	0.87947	1.60015	1.69146	1.52474	1.35355	0.368462	1.08488
SCARNA17	3.55387	3.31558	1.74058	3.77129	2.42155	3.75228	1.69657	2.33277	1.62067	1.78955	1.99952	2.18262
SCARNA18	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA1	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA20	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA21	0.685282	0	0	0	0	0	0	0	0.592568	0	0	0
SCARNA22	1.39632	0	0	0	0	0	0.203355	0	0	0.592568	0	0
SCARNA23	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA27	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA2	2.404	1.79115	0.500385	4.09984	1.61075	2.30897	1.89936	1.64731	1.43354	1.39632	1.11355	0
SCARNA3	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA4	0	0	0	0.368462	0	0	0	0	0	0	0	0
SCARNA5	1.39632	0	0	3.81489	0	0.368462	0.203355	0	0.592568	0.76592	1.56663	0.203355
SCARNA6	0	1.26721	0	2.18262	0	0	0.423629	1.33433	1.36138	0.48025	1.07196	0
SCARNA7	2.26623	1.27378	1.2022	3.16174	1.50598	0.876935	1.27378	1.47944	0	1.58824	0.824102	1.10839
SCARNA8	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA9L	0	0	0	0	0	0	0	0	0	0.48025	0	0
SCARNA9	2.95203	2.18721	1.82935	2.36638	1.9332	2.2606	1.85728	1.68512	1.29233	1.35355	0.368462	1.82935
SCCPDH	9.37585	9.73056	9.00405	8.54772	8.53228	8.62353	7.07246	8.00277	7.89355	7.27902	7.28693	6.99075
SCD5	3.75205	4.90624	3.91127	4.57788	4.95568	5.16479	3.90176	5.37046	6.49236	6.24718	5.73225	5.00847
SCD	11.1354	10.9708	10.1943	10.7792	10.0689	11.0037	7.10891	7.76412	9.97848	8.54932	10.899	10.474
SCEL	0	0	0	0	0	0	0	0.48025	0	1.82935	2.1878	2.47634
SCFD1	7.10003	7.70436	7.54221	6.80572	6.65028	6.93342	6.46146	6.48413	6.83945	7.09091	6.89409	7.29678
SCFD2	5.40717	5.7301	5.22575	5.67332	5.44242	5.48064	5.74041	5.92808	5.68894	5.82628	6.09935	6.17828
SCG2	3.02627	3.64414	0.500385	0.368462	0.182703	0.368462	7.44917	3.12646	3.79639	5.17184	2.78177	1.08488
SCG3	2.404	1.69657	0	0	0.196764	0.368462	7.30417	0.48025	0.592568	2.49433	1.78955	0
SCG5	5.76205	5.54518	3.57161	5.27811	4.18659	4.43811	3.54611	3.88909	4.82808	5.52229	4.31296	2.47634
SCGB1A1	0	0	0	0	0.200884	0	0	0	3.10625	1.08488	2.19988	0.203355
SCGB1C1	0	1.17592	0	0	0	0	0	0	0	0	0	0
SCGB1D1	0	0	0	0	0	0	1.12577	0	0	0	0	0
SCGB1D2	0	0	0	0.592568	0	0.368462	8.47817	0.48025	4.52018	7.70199	8.53345	3.63915
SCGB1D4	0	0	0	0	0	0	4.16122	0	0	0	0	0
SCGB2A1	1.93721	1.17394	1.82935	0	0.203355	0.368462	7.87056	1.50983	2.77141	3.90176	5.34589	0.203355
SCGB2A2	0	0	0	3.03189	1.9272	1.78955	11.069	0	6.061	8.73226	9.84136	4.5662
SCGB3A1	2.41677	1.94234	1.67929	1.29233	0.203355	2.55503	0.203355	1.20446	4.33135	6.83438	6.19354	3.40755
SCGB3A2	0	0	0	0.0577623	0	0.368462	0	0	0.77484	1.20446	1.23529	0
SCGBL	0	1.14975	0.500385	0	0	0.368462	1.12384	0	0.592568	0	1.56663	0
SCGN	6.01127	7.54168	4.91988	4.31648	4.18	3.82962	5.23357	0.422238	3.07917	2.60446	3.95572	3.5987
SCHIP1	4.82988	6.27664	3.85256	5.09375	5.24175	6.3315	4.57976	5.02654	5.15395	5.95769	5.45131	5.57685
SCIN	2.91073	3.69303	0	1.00558	1.00544	1.78955	3.23112	6.38367	7.347	5.39091	5.03257	6.17293
SCLT1	5.45959	4.98437	4.88356	3.65785	3.8428	4.20751	4.86852	5.36623	5.36632	5.18614	4.70938	5.05824
SCLY	7.91389	8.36916	7.54062	6.70441	6.83518	6.82111	5.02135	4.83604	5.59201	5.44066	5.3619	4.80212
SCMH1	6.55251	6.92952	6.35957	5.70378	5.2832	5.73657	7.30671	6.73079	7.05856	6.9304	6.97076	7.28498
SCML1	7.13807	7.01661	6.84482	6.58893	6.15273	6.7546	5.64032	5.33614	4.12296	5.20897	5.11268	5.27557
SCML2	4.69409	5.37528	4.44458	3.52301	3.11814	3.11068	5.00531	3.22284	2.75626	3.33687	3.2513	3.58288
SCML4	5.07517	4.84781	3.19338	4.04753	2.31585	3.92196	2.35088	4.37539	3.06207	3.94401	3.3342	3.09858
SCN10A	0	0	0	0	0	0	0	0.48025	0	0	0	0
SCN11A	1.78955	1.35252	1.67929	1.29233	1.93721	0.368462	0.856262	1.82935	1.33433	2.93255	2.97259	4.09856
SCN1A	2.02248	1.35355	0	1.00586	0	0	0	0.48025	2.60446	0	0.368462	0.592568
SCN1B	5.83481	6.04973	4.82365	5.22575	5.15329	5.61677	6.54857	5.7164	4.57187	5.64061	5.84506	5.26509
SCN2A	2.19499	2.23815	2.68555	0.584403	2.76064	0	0.203355	0	3.38456	5.78811	4.09605	3.33879
SCN2B	0	0	0.368462	0	0	0	1.22597	0	3.66272	5.6027	4.61211	3.52469
SCN3A	0.655404	2.61387	1.07196	1.05842	1.00544	1.58093	2.18187	5.11746	1.85499	4.57471	4.14517	3.05769
SCN3B	0.65332	1.35802	1.82935	1.06272	0.685282	1.58093	2.61387	2.02862	2.91073	4.00107	4.49775	3.85366
SCN4A	1.82935	4.21342	4.00395	1.69135	1.55998	2.317	3.22284	3.7134	1.94561	4.91824	5.69374	6.92039
SCN4B	3.56221	4.61447	4.59427	3.00413	2.75044	2.62984	4.02581	4.21511	5.35074	6.96096	6.78799	7.21783
SCN5A	0.65033	1.36138	1.67929	0	0.203355	0.719071	1.67929	0.474798	1.61756	3.49112	3.14439	1.67974
SCN7A	0	3.87216	0	3.27451	2.11298	1.90621	2.404	1.94105	3.28711	2.86575	3.7058	3.45011
SCN8A	4.27008	6.43775	5.4848	4.37539	2.5548	4.16887	4.92581	2.74493	2.83627	3.52742	2.66131	2.19988
SCN9A	4.17961	6.92658	3.71712	4.86214	5.33744	5.54908	1.68512	2.46652	2.17066	3.66272	4.64018	5.37702
SCNM1	7.35436	6.77194	6.17379	5.57595	5.50939	5.86363	6.88984	6.55108	6.45273	6.1251	6.05975	5.67059
SCNN1A	4.18227	4.75507	2.75446	5.31321	5.21494	5.47227	8.59347	4.56739	7.80819	8.10054	7.18599	4.09984
SCNN1B	3.81978	6.35957	0	2.54393	2.42155	2.404	6.73983	4.23614	4.03487	5.58856	6.5258	5.67059
SCNN1D	4.98827	5.53339	6.2653	4.95196	2.50531	4.41472	6.42248	4.62854	4.72385	4.11324	3.38456	2.43983
SCNN1G	0	1.93721	0.368462	0.591167	0	1.7618	6.81254	4.40171	2.91073	5.51592	4.36341	1.82935
SCO1	7.1293	6.72022	6.87523	6.55678	6.3699	6.51767	5.84445	5.28234	5.74342	6.36037	6.1647	6.19191
SCO2	7.38399	7.2998	7.02019	6.89366	6.74288	7.04925	6.13962	6.2066	6.73002	6.07308	6.21181	5.51526
SCOC	7.57763	7.355	7.41397	7.13887	7.28824	7.39695	7.06218	6.99712	7.24293	7.39119	7.21129	6.84415
SCP2	8.591	10.2167	9.69861	10.6113	9.8949	10.5714	8.06424	7.54406	7.94544	7.91364	8.59076	8.35611
SCPEP1	8.07247	8.02453	4.76395	6.56948	6.42811	7.06817	7.09013	6.73403	7.55224	8.55575	8.25548	8.05165
SCRG1	0	1.59074	0	0	0.203355	0.719071	1.26721	0	2.33277	4.63694	2.8446	2.04233
SCRIB	8.50309	8.59044	7.14204	6.66058	6.00141	6.68211	7.81843	8.42357	8.07452	7.35349	7.09855	6.42336
SCRN1	4.67167	5.75574	4.52304	4.65531	4.97173	5.2575	8.05082	5.61933	7.00746	7.12776	7.25688	7.65394
SCRN2	8.03883	7.85516	6.36819	7.39695	6.35611	7.37713	6.16239	7.91898	5.92918	6.60457	7.59716	7.62802
SCRN3	6.14419	6.53379	5.59842	5.55296	5.50126	5.69373	5.93868	5.26374	5.59355	5.72798	5.71876	6.0548
SCRT1	1.65765	1.52272	0	0.0577623	0	0	3.16174	1.56663	1.09296	0.73469	1.14975	0
SCRT2	0	0	0	0	0	0	0.174504	0	0	0	0	0
SCTR	0	4.96568	1.0641	1.00903	1.51378	4.37797	0	0.515158	0	0.733861	2.29713	2.75658
SCT	0.676621	1.29233	0	1.69657	0	1.30054	3.43298	3.03028	2.42155	0	0	0
SCUBE1	2.9242	8.51839	6.12905	5.0814	2.50531	5.26269	3.22284	0.504749	3.01752	4.83415	5.69754	5.38172
SCUBE2	2.39675	4.0245	2.43929	5.04343	4.25483	4.68745	6.96061	4.6153	9.40671	9.37712	8.69235	7.22675
SCUBE3	1.36682	2.62984	2.14748	0	1.00544	0.725904	3.80585	2.2054	4.82845	2.62479	2.89999	1.43354
SCXB	2.93359	3.06994	1.06272	0	0	0	3.31516	3.27041	2.05636	1.58712	1.55998	0
SCYL1	8.63338	8.5744	7.87504	8.17768	7.85456	8.09743	7.39504	7.72647	7.85833	7.47707	7.52017	7.26036
SCYL2	6.78219	7.33889	6.91968	6.68211	6.55108	6.74052	6.64406	6.42127	6.72655	6.65036	6.43531	6.86402
SCYL3	6.18483	6.49084	6.40034	5.89877	6.15852	5.57621	5.78733	5.81958	6.31038	6.00803	5.81482	5.83941
SDAD1	7.14204	7.04752	6.42487	6.6796	6.53524	6.59851	7.06806	6.68201	6.84033	7.008	6.61434	6.85225
SDC1	9.21841	10.5661	10.5814	10.145	9.6282	10.6635	8.7628	8.7111	9.51597	8.22931	7.92876	5.57492
SDC2	8.60886	9.45868	9.57976	9.22651	9.19004	9.42948	8.20594	7.32798	7.46965	7.45783	8.26502	8.70712
SDC3	8.20303	8.39367	7.09008	6.97821	7.13728	7.9047	8.88144	7.93728	7.69659	8.70063	8.12252	8.01212
SDC4P	0	0.149823	0	0	0	0	0	0	0	0	0	0
SDC4	9.82639	9.49288	8.69098	10.4545	10.3006	10.7729	8.02983	8.92418	8.78063	8.74523	8.78411	6.56205
SDCBP2	5.31812	6.63308	6.24584	4.75511	4.23973	6.03992	4.04931	4.72064	4.54713	4.19769	4.21391	3.85256
SDCBP	9.28786	8.93208	7.83162	8.23031	8.25764	8.49801	7.62206	7.52321	7.70967	7.97696	8.57683	8.87689
SDCCAG1	6.46147	7.04403	6.13123	6.02587	5.8944	6.15273	6.59062	7.44105	6.71458	6.70042	6.51081	6.98747
SDCCAG3	7.57661	7.30586	6.17379	7.20638	6.59715	7.33759	6.80684	6.71552	6.39846	6.32291	6.11941	5.97654
SDCCAG8	6.34564	6.41017	5.8693	5.45532	5.2933	5.68358	5.83139	6.00027	6.37759	6.47533	6.31425	6.3523
SDF2L1	7.99934	7.91681	8.20412	6.60665	6.16752	7.00851	5.99947	5.84504	6.26929	5.99396	5.84179	4.455
SDF2	7.17549	7.42476	6.89669	6.56948	6.47697	6.76734	6.76717	7.14841	6.97085	7.04244	6.80938	6.45828
SDF4	8.96214	9.30501	9.26435	8.66544	8.16877	9.08182	8.32093	7.99729	8.26022	8.12687	8.22341	7.93969
SDHAF1	6.45834	6.58755	6.30445	5.60947	5.60212	5.94542	5.72479	5.98214	5.40796	5.59801	5.58974	5.09323
SDHAF2	7.47534	7.31122	6.55108	6.53233	6.55251	7.00216	6.91889	6.75326	6.43695	6.50759	6.56788	6.44543
SDHAP1	5.51343	5.64545	5.47227	5.01064	3.47475	4.65357	5.53181	5.49334	5.12976	4.82148	4.74754	4.83561
SDHAP2	5.57973	5.88888	5.90808	4.33135	4.19762	4.56088	4.97685	5.18061	5.33091	4.69301	5.47995	4.62711
SDHAP3	5.53733	5.82008	5.78074	5.23111	4.8467	5.12396	5.18458	4.94337	4.70564	4.92817	4.64842	4.51898
SDHA	8.65678	9.29413	9.52988	9.2487	8.98005	9.33777	7.70258	7.41355	7.43851	7.66932	7.97237	7.96318
SDHB	8.02355	8.99974	8.77617	8.59415	8.31581	8.92319	7.35854	7.01438	7.0348	7.13106	7.19449	7.35899
SDHC	8.94859	9.1411	9.15186	8.26668	8.37724	8.27257	7.46232	7.45897	7.63675	7.49715	7.69543	7.79364
SDHD	7.95753	8.71621	9.21304	8.63923	8.55043	8.81031	6.62321	6.76483	6.88998	7.43934	7.51251	7.55638
SDK1	3.22284	3.86729	5.5835	2.16172	2.75446	3.32901	4.25842	3.62627	4.59197	5.53113	6.06849	6.20947
SDK2	0	3.29292	7.06647	3.91096	3.33409	3.49459	3.17951	3.1264	5.05874	6.27924	4.92409	2.82005
SDPR	5.35659	5.90808	5.88888	7.2724	6.32794	6.96224	4.15365	5.03837	5.55908	7.26268	8.35909	8.90919
SDR16C5	0.736593	1.03708	0	1.29233	0.203355	0.484684	7.16242	5.71042	5.88989	4.92035	5.20559	2.19988
SDR39U1	7.37459	7.13583	7.09159	6.39037	6.42141	6.81798	6.08669	6.38894	6.60532	6.55679	6.43873	6.22308
SDR42E1	5.22036	5.18739	5.54126	5.19296	4.88973	5.2832	6.15875	4.20257	4.69604	5.17723	4.61422	3.00875
SDR9C7	0	2.36123	0.368462	0.368462	0	0	0.261117	0	0	0.39804	0.368462	0
SDSL	7.54115	8.19257	7.55276	7.32383	6.21461	8.05579	5.65006	6.2066	5.95418	5.91663	5.70633	4.19301
SDS	6.19441	7.11558	8.38069	10.1711	7.92552	10.8717	5.34646	5.97984	5.23869	3.54611	3.77508	3.41595
SEBOX	1.68114	1.01848	0.368462	1.01466	0.203355	1.80681	0	0	0	0	0.86164	0
SEC11A	8.25661	8.7397	7.8755	7.65302	7.6044	7.54221	7.42481	7.75561	7.71022	7.76428	8.03118	8.17939
SEC11C	9.1806	8.60995	9.23063	7.86749	7.2428	7.62266	7.31546	6.52617	6.51099	6.91917	6.74644	5.56522
SEC13	8.28879	8.88031	7.91389	8.07962	7.43426	7.95788	7.40383	8.21019	7.80667	7.56965	7.63767	7.52913
SEC14L1	8.304	7.38771	6.99393	7.68754	7.71869	7.52186	7.48965	7.20251	7.56648	7.76212	8.00202	8.22228
SEC14L2	5.88257	8.36573	8.21551	9.13129	8.32877	8.986	6.72845	6.89021	9.02374	8.81214	7.28308	3.72356
SEC14L3	0	2.06238	3.03117	4.96131	2.83604	2.93339	0	0	0	0	0	0
SEC14L4	4.79013	5.92959	3.6218	6.77651	5.73334	5.77765	2.35548	0	0	1.94234	0.78059	0
SEC14L5	0	3.01752	1.67212	0.368462	0	2.02862	4.53078	1.70142	1.82935	2.94085	3.62222	3.65635
SEC16A	8.43815	8.40514	9.10075	8.11373	7.76726	8.39299	8.81951	8.87748	8.59864	8.19914	8.10575	7.79992
SEC16B	7.91047	8.48205	8.79423	7.71188	7.28466	8.19738	5.33127	4.13308	5.18265	5.20034	5.23721	5.43928
SEC1	1.88932	2.19988	2.90953	0.310699	0.203355	1.22475	1.39632	1.44902	1.09849	2.71777	1.65846	2.01987
SEC22A	6.10256	6.93147	6.22258	5.42935	5.52545	5.58725	5.98397	5.65803	5.55269	5.87738	5.98027	6.04157
SEC22B	7.4793	8.00001	7.61283	7.71423	7.26543	7.69029	7.21396	7.43625	7.31099	7.12597	7.34007	7.75162
SEC22C	6.47389	6.7334	5.90536	5.71043	5.36129	6.03548	6.37665	6.55496	6.35411	6.87587	6.79686	6.71456
SEC23A	6.96602	8.42858	8.16309	8.03883	7.71155	8.21933	6.42695	6.85766	7.20062	6.77164	7.32358	8.14881
SEC23B	7.69894	8.17864	8.06086	7.0579	7.28413	7.00851	8.14383	7.2854	7.40712	7.44585	7.33885	6.83214
SEC23IP	7.31189	7.2485	6.40192	6.75227	7.03703	6.81235	7.14815	6.40641	7.13689	7.02622	6.81765	7.0661
SEC24A	7.30452	8.36521	7.97109	7.72842	7.38833	7.66482	6.98515	6.44026	6.44946	6.21216	6.45738	6.99309
SEC24B	7.11558	7.3473	7.50549	7.75018	6.9187	7.42774	6.90895	6.41535	6.82607	6.91665	6.85877	7.30981
SEC24C	8.43251	8.72307	8.56198	7.66435	7.4922	7.88458	7.95179	8.16429	8.14117	8.03979	7.92387	7.76813
SEC24D	7.59136	8.03496	8.00936	7.69576	7.66763	7.66575	7.29391	7.31298	7.53692	6.96036	6.80021	6.83269
SEC31A	8.55333	9.08851	8.89809	8.55187	8.05864	8.38275	7.97077	8.39099	8.70806	8.18815	8.35132	8.82292
SEC31B	5.4231	4.74182	5.67119	5.14749	2.15422	4.31872	5.55045	4.73719	4.67585	4.86822	4.6099	5.17553
SEC61A1	9.69169	9.92816	9.69947	9.23296	8.72286	9.10361	9.21486	9.15751	9.03684	8.9523	8.94746	8.67824
SEC61A2	5.08134	5.63732	5.7973	5.50505	4.86357	4.80724	5.26151	5.23286	5.28448	4.68745	4.29363	4.16122
SEC61B	8.80327	7.9652	7.61628	8.14526	7.92335	8.24039	6.62504	7.82281	7.43802	7.39158	7.4039	7.05342
SEC61G	8.12711	7.7977	7.66059	6.88449	6.89061	7.42952	6.41461	7.52566	6.79969	6.77382	6.57473	6.00833
SEC62	8.1806	8.54461	8.72453	8.96047	8.7709	9.17399	8.34685	7.6014	7.92186	8.26801	8.39644	8.84592
SEC63	8.15335	8.93971	8.75511	8.31777	8.00503	7.99497	7.03372	6.79166	7.81806	7.97827	7.87032	8.13009
SECISBP2L	6.64898	7.39449	7.02554	7.15227	6.84801	6.90375	7.20632	6.46738	6.97163	6.78645	6.97041	7.85374
SECISBP2	7.28893	7.35436	6.57228	6.90475	6.83626	7.15929	7.08032	7.42388	7.05464	7.02622	6.72905	6.57634
SECTM1	7.48773	6.06379	5.743	4.7941	4.97356	6.23441	6.15583	6.29907	6.56547	6.23482	5.93753	5.6828
SEH1L	7.44132	7.5353	6.58203	7.10332	7.2086	7.10661	7.06718	6.53805	6.4189	6.52076	6.51805	6.39316
SEL1L2	0	0	0	0	0	0	0	0	0	0.389688	0.784202	2.89544
SEL1L3	8.11999	7.2086	5.15329	5.7301	5.84064	6.39359	5.84045	5.82114	5.92144	6.49087	6.73756	5.89725
SEL1L	8.82644	8.96827	10.0253	8.91637	8.51278	8.5483	7.87868	7.7813	7.93602	7.88311	7.98154	8.55702
SELENBP1	8.1038	8.62191	8.86121	9.40426	8.50451	9.12967	7.73339	7.66715	7.77467	7.91793	8.38329	8.67755
SELE	4.27008	4.74614	2.85061	4.60881	5.47227	3.51703	3.46	2.92438	6.14516	2.404	4.09105	6.77041
SELK	7.50494	7.32185	6.3315	6.58617	6.57925	7.04141	5.62179	6.37138	6.15399	6.40596	6.18815	6.29571
