ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
RPS13	9.28182	9.54058	8.45723	8.86263	8.87207	9.18482	8.44716	8.81929	8.86023	9.25959	9.21784	8.98618
RPS14	10.2323	10.0392	8.75495	9.41565	9.37076	9.65944	8.99883	9.46866	9.23051	9.95332	9.86479	9.31463
RPS15AP10	0	2.54909	2.42155	0	0	0.86164	2.09318	0.500812	1.59739	2.01615	1.09552	0.824102
RPS15A	9.50391	9.60265	8.59397	9.20009	8.97056	9.09482	8.66202	9.01504	9.15756	9.80623	9.48986	9.18492
RPS15	9.16272	8.40268	7.97522	8.29305	8.2239	8.77833	8.52199	8.7972	8.92958	8.647	8.55953	7.74657
RPS16	10.146	10.0144	9.43978	9.38664	9.28952	9.73021	9.15594	9.45143	9.33041	9.50209	9.51396	9.00941
RPS17	9.96778	9.98193	9.03503	9.13357	9.1287	9.57443	8.9566	8.99297	9.64249	9.80012	9.5387	9.11
RPS18	10.0003	10.5055	9.59778	9.70607	9.63168	9.89055	9.95101	10.0301	10.2499	10.4966	10.4231	9.80512
RPS19BP1	8.66561	7.82963	7.93344	6.77992	6.98472	7.42714	6.55644	6.83841	7.19969	6.99993	7.06954	6.61529
RPS19	10.4935	9.89586	9.44225	9.20944	9.12522	9.85818	9.37618	9.97072	9.76901	9.8783	9.50859	8.3425
RPS20	10.8231	10.2653	9.19421	9.5872	9.4656	9.74349	8.79725	8.99691	9.43682	9.89233	10.0037	10.1322
RPS21	9.17513	9.39358	8.28753	8.26899	8.09925	8.75731	9.42139	8.82757	8.7295	8.83092	8.77514	7.64521
RPS23	9.79518	10.0295	8.66991	9.09628	9.14985	9.5277	9.0103	9.32492	9.33454	9.8739	9.66944	9.297
RPS24	10.2597	9.71637	9.41825	9.53032	9.40911	9.87293	9.01454	9.79268	9.71284	10.2069	9.94845	9.76937
RPS25	9.61707	9.64186	8.54403	8.91153	8.88931	9.12009	8.29122	9.03921	8.805	9.66449	9.48192	9.47501
RPS26P11	0	1.17067	0.48025	0.558581	0	0	0	0.500385	0.310699	1.08488	1.6279	0.203355
RPS26	7.40123	6.91075	7.05704	6.68835	6.55962	7.04403	5.74152	6.71002	7.64589	7.5101	7.26665	5.6828
RPS27A	9.57928	9.62892	8.61903	8.55005	8.73053	9.12118	8.22671	9.09089	8.99715	9.72967	9.49948	8.95004
RPS27L	8.07059	7.7411	7.89544	7.84542	7.52726	8.7389	6.68451	7.24287	7.10819	7.21807	7.28177	6.99263
RPS27	7.57096	4.65552	3.55363	4.46457	6.57508	6.38519	6.4236	4.89222	5.24525	7.27968	5.36894	4.2723
RPS28	3.3068	2.40139	7.01302	6.35437	6.28227	3.45096	5.52497	0	2.66131	7.15861	6.35167	6.81273
RPS29	9.17035	9.31686	8.11522	8.57433	8.58148	8.75526	7.73052	9.22983	8.36274	9.00883	8.92311	8.66559
RPS2P32	2.81681	3.69248	0.890668	1.53548	2.16172	2.26623	1.36138	3.20634	1.5953	2.11117	2.67283	3.62792
RPS2	9.82146	9.86781	8.80147	8.97123	8.84851	9.50316	9.54984	9.84861	9.83833	9.73436	9.48943	8.58738
RPS3A	8.6606	8.42486	7.95156	7.82204	7.95121	8.10077	7.61052	7.79483	8.17097	9.12472	8.83574	8.3901
RPS3	10.3939	10.0747	8.95867	9.17647	9.25263	9.3676	9.34426	9.8008	9.9679	10.3084	10.1354	9.31307
RPS4X	10.1222	10.3583	9.4189	10.0701	9.55698	9.83119	10.0206	10.1912	10.4901	11.0045	10.6957	10.0745
RPS4Y1	8.29054	8.8124	0.895229	3.41905	8.05038	8.53562	0	0	0	1.89294	2.18721	2.19055
RPS4Y2	0	0.511294	0	0	0	0	0	0	0	0	0	0
RPS5	9.85014	9.71106	9.46281	8.82703	8.83652	9.03848	9.0087	9.14817	9.37672	9.42063	9.34374	8.56219
RPS6KA1	6.92658	8.11642	5.17048	5.86363	5.54518	7.02909	7.87095	7.46781	7.12031	7.00051	7.0284	5.74495
RPS6KA2	5.52545	6.46925	6.33328	5.86363	5.55683	5.7869	6.59769	6.60528	6.97627	7.28991	7.5808	7.46649
RPS6KA3	8.38206	9.02075	8.02027	7.83953	7.91316	7.89544	6.73328	6.04637	7.25733	6.8889	6.95975	7.5481
RPS6KA4	7.28139	7.49053	6.07993	5.76519	5.42053	6.03787	6.40554	6.74476	6.94528	6.58853	6.64023	6.23872
RPS6KA5	4.06603	4.48296	2.23223	3.63162	5.23111	3.96355	5.62303	4.27867	5.19836	5.6097	5.1656	4.73539
RPS6KA6	0	3.60791	0	0	1.47317	0.86164	3.39895	2.93114	3.44633	3.44613	2.26327	1.62067
RPS6KB1	7.1452	7.23056	6.50728	6.60259	6.41182	6.41017	6.85376	7.19028	7.0949	6.57135	6.50069	7.05254
RPS6KB2	8.04655	7.84463	7.12044	6.93147	6.53959	7.20117	7.96982	6.7886	6.90875	6.36475	6.38711	5.73513
RPS6KC1	6.54822	6.6896	7.40367	5.3845	5.28827	5.743	6.10638	5.96831	6.36769	6.14231	6.16074	6.58622
RPS6KL1	6.18415	6.49677	2.72664	4.09817	1.47944	4.25497	6.23182	5.76873	2.82241	4.43214	5.03257	4.93679
RPS6	10.5747	10.0285	9.32331	9.80024	9.81575	10.2116	9.53231	10.1049	10.4095	10.7584	10.3703	9.94693
RPS7	9.38042	9.28145	8.78186	8.61141	8.489	8.93168	7.87816	8.64981	8.51847	9.05697	8.80672	8.34492
RPS8	10.2457	10.3939	8.93814	9.39158	9.41898	9.78645	9.69134	9.84473	9.99758	10.3658	10.0317	9.4665
RPS9	10.2788	9.90658	9.46242	9.45868	9.34216	9.72197	9.1402	9.63265	9.5837	9.88051	9.79169	8.81563
RPSAP52	0	0.592568	0	0	0	0	0.203355	1.29233	1.15047	1.08488	0.921904	1.00903
RPSAP58	9.57199	9.64342	8.27665	8.2797	8.10772	8.42024	8.49973	9.07793	9.03897	9.04288	8.91465	8.31246
RPSAP9	4.42359	4.42276	3.02123	2.23223	2.43056	3.1463	3.38781	4.25245	3.3982	2.81701	2.82952	2.60646
RPSA	9.41173	9.32919	7.81883	7.98514	7.89395	8.21825	8.13851	8.80457	8.72373	8.76693	8.62754	7.67803
RPTN	0	0.592568	0	0	0	0	0	0	0	0	0	0.563644
RPTOR	7.49831	7.61874	6.88857	6.34388	5.826	6.16961	7.0355	7.03372	7.37236	6.65773	6.88489	6.76573
RPUSD1	6.70564	7.35692	6.10925	5.62402	5.40717	5.7301	6.61401	6.83744	6.28174	5.81876	5.95426	5.18855
RPUSD2	5.81711	6.79234	5.01064	5.1985	5.33754	5.42053	5.62179	5.53355	5.12239	5.49918	5.20765	4.48228
RPUSD3	6.98841	7.80139	6.16961	6.2634	6.23832	6.63463	5.93596	6.1788	5.92144	6.05463	6.05358	5.87031
RPUSD4	6.37502	7.0859	5.89715	6.24611	6.21261	6.18002	6.23723	6.24603	5.97437	6.10121	6.29569	6.6105
RQCD1	5.24175	6.35957	4.51689	4.93224	4.66101	5.00395	5.45822	5.05585	5.06398	5.08926	4.93072	5.08695
RRAD	3.90126	5.53339	2.40424	2.02862	3.17951	5.14749	2.42345	5.46688	4.21728	5.52861	4.79818	3.94314
RRAGA	7.69074	7.75276	6.96885	7.71824	7.60539	8.0507	7.21422	7.65349	7.59747	7.86133	7.80242	7.7692
RRAGB	5.1299	5.50533	5.25227	4.59197	4.40086	4.93152	6.22298	5.58929	5.82607	6.00498	5.64176	5.7833
RRAGC	5.47227	6.47236	5.17615	5.50939	5.04986	5.04343	5.99519	5.04423	5.52283	5.70076	6.22901	7.159
RRAGD	7.24494	6.77765	6.43935	5.51745	6.25383	6.37332	5.32655	4.18274	4.86767	5.74742	6.4084	7.25593
RRAS2	6.15273	7.23562	6.13988	6.8222	6.81235	6.76273	5.27851	5.04423	5.61488	5.95769	6.58309	6.64486
RRAS	6.62672	7.21891	5.7869	6.10702	5.90808	6.31173	5.21875	6.27033	6.91617	6.83336	7.66256	7.91452
RRBP1	10.1697	10.424	10.137	10.0149	9.86568	9.91882	8.66166	8.65961	8.98515	9.07163	8.73093	8.52419
RREB1	6.78333	8.05325	7.71244	7.27725	6.63332	7.23273	7.29485	6.93996	7.20708	7.02452	7.01599	7.29885
RRH	1.72106	0.368462	1.58349	0	0	1.69124	1.17708	1.29233	0.791572	1.78955	0.824102	1.35355
RRM1	7.41216	8.0398	7.07581	6.73815	6.04737	6.54822	7.98049	7.40421	7.28551	7.28991	7.20656	7.51508
RRM2B	7.81116	7.13489	6.17379	6.83411	6.62274	7.09838	7.19656	7.07524	6.44092	6.51701	6.59858	6.84848
RRM2	7.50384	8.29978	6.86276	3.98224	3.52469	3.73522	7.29859	7.17513	6.81388	4.95196	5.14169	4.01803
RRN3P1	4.45438	4.89222	1.94125	3.0449	2.94896	4.76239	2.129	2.4392	2.78198	3.44633	4.08397	3.89306
RRN3P2	4.30351	3.32473	1.82935	2.28528	1.93721	2.71202	2.23544	3.07834	2.65991	1.89294	1.62067	1.73786
RRN3P3	4.2012	4.46106	2.48502	3.34232	2.42582	3.18943	4.13208	3.98162	3.71712	4.01159	3.99656	3.98291
RRN3	6.87005	7.85671	6.6695	7.27863	7.43308	7.56476	7.56137	7.2252	7.11326	7.05485	7.18769	7.25557
RRP12	7.3815	7.37713	5.70378	5.96358	6.73221	6.65929	7.06806	6.94522	7.06565	6.66342	6.62437	5.63669
RRP15	6.74993	7.09755	6.16961	6.07074	6.08677	6.11368	6.45931	6.47439	6.14338	6.37616	6.02944	6.15693
RRP1B	6.20456	7.62511	6.7511	6.72863	6.44731	6.76388	7.53815	6.72645	6.71858	6.78358	6.66306	6.73353
RRP1	6.97354	7.32844	6.70564	6.39693	6.2186	6.78446	6.86749	6.45889	6.53049	6.46253	6.28523	5.73678
RRP7A	7.53048	7.63289	6.79906	6.52649	6.77079	6.83195	5.96469	6.38676	6.69122	6.6807	6.73533	6.84523
RRP7B	4.84918	5.23154	4.24515	4.06137	1.9063	4.01304	5.24793	4.61661	4.94015	5.39495	5.37564	4.09632
RRP8	6.64769	6.6174	5.86079	6.24611	6.07304	6.66823	6.19525	5.55482	5.54302	5.77932	5.73469	5.50909
RRP9	6.67077	7.19818	4.49601	5.57215	5.76205	6.08677	5.82123	6.80078	6.0425	5.84942	5.7994	5.19703
RRS1	7.98378	7.43426	5.32788	6.23637	6.80239	6.99942	6.34992	7.86093	6.34326	6.40806	6.00562	5.45181
RS1	2.09727	0.500385	0.921904	0	0.203355	0	1.56663	0.500385	1.17394	1.20446	0.592568	0
RSAD1	7.67462	7.85283	8.19257	7.14835	6.86797	7.31588	6.93445	6.22292	7.63655	6.79288	6.70677	6.30226
RSAD2	7.06561	5.38907	4.62362	5.04986	4.22756	4.17573	4.47862	5.38719	5.82362	5.75449	5.50167	5.7833
RSBN1L	5.60958	6.64699	5.87897	5.59129	5.5675	5.48993	6.32312	5.70394	5.8176	5.97267	5.6668	5.70122
RSBN1	6.12905	6.21261	5.71043	5.73979	5.87493	5.80814	6.65033	5.90116	6.02063	6.20897	6.25174	6.16231
RSC1A1	4.73859	6.71653	5.93875	5.9762	5.56372	5.60127	5.80012	4.83333	5.26476	5.03121	5.10807	5.89387
RSF1	6.23832	6.58203	5.7462	6.10925	5.77455	5.76832	7.61647	5.9353	6.36343	6.57046	6.17571	6.87513
RSL1D1	8.52298	8.83681	7.98344	8.01632	7.94909	8.27995	8.25012	8.02407	8.03658	8.54278	8.2022	8.38267
RSL24D1	7.95858	8.22738	6.98564	7.36645	7.45819	7.53903	7.08841	7.32917	7.36428	7.80419	7.67136	7.37826
RSPH10B2	1.82935	2.404	0.824102	1.01848	0.74155	2.42155	1.98281	2.88024	1.69124	1.54544	1.09593	0.584403
RSPH1	3.5968	2.8502	1.82935	1.65765	1.78955	3.3652	5.8836	4.86214	5.41719	5.06751	3.72916	0.591167
RSPH3	4.57173	5.17615	4.28906	3.92094	3.42894	4.07627	4.4695	4.58076	5.10246	4.92431	4.45253	4.91505
RSPH4A	3.08887	2.16172	2.39675	0	0.738717	1.67929	1.62067	3.92095	3.90486	2.3905	1.68478	2.18721
RSPH6A	0	0.368462	0	0	0	0	0.203355	1.20446	0	0.48025	0	0
RSPH9	1.36138	2.47634	0	0	0.738191	0.368462	3.2512	2.97409	0.592568	3.07133	1.66101	0.824102
RSPO1	0	1.39632	0	1.01848	0	0.86164	0.203355	1.20446	4.25543	4.91741	3.25168	3.00419
RSPO2	1.69124	2.44885	0	1.65765	1.99983	0.86164	0	0.500385	0.261117	0	0.592568	0.203355
RSPO3	3.16455	3.11963	0.824251	5.78074	5.51343	5.2832	3.28143	3.03028	3.96964	6.38316	6.47782	6.596
RSPO4	3.49632	2.26327	2.4421	0.0577623	0	0.86164	2.37565	3.92064	1.71775	3.29836	2.61827	1.73644
RSPRY1	5.33754	6.80904	6.11147	5.95842	5.63121	5.24175	6.52863	5.81304	5.66055	5.93862	5.58552	5.88741
RSRC1	5.63835	5.91889	5.77765	4.76269	5.0814	5.23644	5.66689	5.13896	5.55429	5.41666	5.22196	5.80193
RSRC2	7.73193	7.52078	7.17472	6.74993	6.88551	6.89163	7.13038	7.2474	7.30877	7.46749	7.07146	7.20164
RSU1	7.0184	7.94803	6.50129	6.99485	6.6796	6.88857	6.21129	7.66461	7.58451	7.60852	7.51272	7.90085
RTBDN	1.69135	2.72181	0	0	0.203355	0	5.75798	1.31435	0.592568	0	0	0
RTCD1	7.06987	7.41035	6.36475	6.4151	6.07993	6.61338	6.65655	7.03455	6.39501	6.30914	6.30673	6.60638
RTDR1	3.63846	3.3008	1.72592	1.73903	0.203355	1.36138	1.67929	0	0.261117	1.31835	1.54593	1.23948
RTEL1	6.83484	6.43842	6.21104	5.61163	5.06253	5.44523	7.4789	7.55166	6.29076	5.87369	5.82943	5.50814
RTF1	7.27101	7.95683	6.85751	7.15383	7.06902	7.25205	7.65181	7.25319	7.64569	7.5012	7.35196	7.31524
RTKN2	4.50202	4.95852	3.27041	1.20446	0.736593	1.91607	3.98482	5.90364	5.3527	3.68203	3.63491	2.4421
RTKN	7.70616	8.67863	7.67136	7.56424	7.51752	7.77486	7.04159	7.76296	7.32144	6.33255	6.07197	4.85295
RTL1	0	2.97976	0.48025	0	0	0	1.43354	0	0	0	0.592568	0
RTN1	5.04986	6.1717	3.79436	3.68507	3.18067	2.83774	4.9478	4.35119	5.26896	6.81018	6.28593	6.20331
RTN2	6.08904	6.27099	2.49237	4.12641	4.19671	5.15329	6.47218	6.80179	5.77858	6.05537	6.21932	4.59155
RTN3	8.67522	9.24087	8.30672	8.15536	7.97143	8.34901	8.47018	8.11239	8.16452	8.33671	9.03514	9.38414
RTN4IP1	6.07074	6.33505	5.94542	5.31812	5.0876	5.87212	4.24369	5.29151	4.71498	5.14629	5.18263	4.77184
RTN4RL1	5.04343	4.30516	6.38856	4.61682	4.49863	4.70677	6.90135	6.60405	5.02124	6.69179	6.74201	5.39798
RTN4RL2	3.22284	7.70571	5.68358	5.33272	5.40717	5.8861	5.28551	3.60108	3.79322	3.20634	3.36829	2.59186
RTN4R	4.79923	6.14204	6.71052	6.14419	3.5364	6.52942	5.16705	4.04032	5.01027	3.98125	4.01689	2.74137
RTN4	8.91905	9.22592	8.12059	9.44145	8.867	9.29769	8.30878	8.76007	8.98364	9.14009	9.39797	9.9418
RTP1	0	1.14891	0	0.0577623	0	0	0	0	0	0.592568	0.368462	0
RTP2	0.824102	1.67451	0	0	0	0	0	0	0	0	0	0
RTP3	2.18087	7.88231	6.77422	6.12249	5.97381	6.41673	0	0	0	0	0.368462	0
RTP4	6.6896	6.7511	4.86936	4.66905	4.4015	4.43713	4.65133	4.59155	4.14517	5.35111	4.78549	3.92758
RTTN	5.01064	5.96101	5.39816	5.5835	4.58582	4.98827	5.85833	5.13363	5.20519	5.28578	5.0496	5.20545
RUFY1	7.57147	7.79276	7.15774	6.61473	6.57508	6.81783	7.03947	7.09423	7.13821	7.26291	7.07529	6.9945
RUFY2	5.73657	5.56452	4.93848	4.8544	4.37539	5.00395	5.74704	6.7575	5.60125	5.73419	5.45293	5.66883
RUFY3	7.01481	7.01121	5.64191	6.27664	6.05209	6.76041	6.3601	6.11678	6.93808	6.68269	6.56947	6.55047
RUFY4	4.82107	3.16141	1.22475	0.203355	0	0	3.28908	3.68065	2.18087	1.32537	1.43354	1.03708
RUNDC1	6.45205	6.43935	5.56452	5.44674	5.54908	5.66643	7.20428	6.327	6.39708	7.00022	6.83721	6.46227
RUNDC2A	1.78955	3.78052	2.37973	2.54393	0.993783	0.368462	3.91035	2.82249	3.47399	3.12797	3.8655	5.01525
RUNDC2C	1.94125	3.52075	4.85041	3.10343	2.36585	3.29292	3.63846	3.58902	2.55886	2.94994	2.70936	3.16455
RUNDC3A	2.16172	2.2036	1.94234	0	0.203355	2.15488	7.63413	2.92497	1.22475	2.53443	2.41062	0.261117
RUNDC3B	5.22036	5.71373	3.31516	5.99894	6.29895	6.03069	2.4623	3.48328	3.2127	4.67196	4.54635	4.26001
RUNX1T1	0.824102	3.38854	1.929	1.20446	1.26721	0.368462	2.98334	2.39675	4.14405	3.46796	4.42426	5.31639
RUNX1	6.58893	6.90875	5.88888	6.14204	6.6733	6.93731	8.95264	8.72504	8.93117	8.79709	7.52131	6.47726
RUNX2	4.61661	4.02687	2.64694	2.89531	2.94085	3.40111	4.18107	5.34915	6.42897	5.24811	4.48228	3.58459
RUNX3	6.80793	5.0814	4.24088	4.68457	4.97077	5.9135	4.43112	5.88364	5.63428	5.81214	6.21557	4.51336
RUSC1	6.10256	6.99851	7.02376	5.17048	4.80637	5.6204	7.2501	7.52468	7.49863	6.5231	6.51304	5.95829
RUSC2	6.84268	6.66185	6.03069	6.03548	5.86647	6.82546	6.18891	6.66134	6.62923	6.68824	6.90282	7.14905
RUVBL1	6.77595	7.74739	5.87333	6.26889	5.87653	6.36246	7.0715	7.17239	6.93093	6.95445	6.61861	6.16084
RUVBL2	7.7003	8.25764	7.37838	7.35372	7.18311	7.48212	7.29905	7.94823	7.69245	7.31895	7.21129	6.57207
RWDD1	7.36518	7.49387	6.98564	7.02731	6.70441	7.10743	5.68929	6.8028	6.74959	7.02875	7.09762	7.35639
RWDD2A	4.94928	5.39363	5.32788	4.36615	4.19542	4.57425	3.89451	3.99304	4.39084	4.66333	4.68295	4.75511
RWDD2B	6.1506	6.72503	6.3613	6.51323	6.36475	6.81124	5.84943	5.45532	5.72334	6.15519	6.2481	6.43487
RWDD3	6.36279	7.01595	5.15906	6.11536	5.67675	5.86053	5.65887	5.40772	5.29004	5.63155	5.43832	5.22482
RWDD4A	6.37502	5.94017	6.19644	6.34739	6.00881	6.21261	6.0592	6.23365	6.1035	6.46846	6.13011	5.89725
RXFP1	1.33145	2.42319	0.48025	2.54393	2.02014	1.97736	0	0	1.08682	0	0	0
RXFP2	0	1.04518	0	0	0	0	0	0	0	0	0	0
RXFP3	0	0	0	0	0	0	2.19988	0.500385	0.261117	0	0.368462	0
RXFP4	0	0	0	0	0.203355	0	0	0	0	0.48025	0	0
RXRA	8.13153	8.80672	8.422	8.37908	8.08887	8.46569	7.44977	7.91567	7.73658	7.64684	8.21174	8.56336
RXRB	7.51915	8.10953	7.03086	6.47697	6.4552	6.88551	7.13835	6.53542	6.75972	7.05512	6.9785	6.99915
RXRG	3.56029	2.8392	0	1.09511	0.203355	1.35355	1.27986	0.500385	1.08617	1.82935	3.64414	4.73009
RYBP	6.83733	7.6024	6.81892	7.02909	7.12448	7.89581	7.17885	7.30387	7.09798	7.13461	7.0264	6.82829
RYK	6.632	7.51262	6.09357	6.56103	6.35263	6.51323	7.09729	6.40191	7.16607	7.31473	7.34834	7.58291
RYR1	3.84368	3.37142	2.87036	2.0575	0.993783	2.6818	3.64414	4.0154	3.62222	5.87649	5.35304	4.11267
RYR2	2.81701	3.30526	6.58617	1.29233	0.993783	2.93114	2.19499	1.58093	2.80595	2.82241	3.62445	2.53933
RYR3	3.22284	3.45914	2.43314	1.05232	1.43354	1.62067	2.83716	1.70142	2.87828	4.56903	3.67719	3.56687
S100A10	8.23616	8.87947	6.2672	7.36708	7.61579	8.45169	6.9694	7.37623	8.51142	8.34685	9.15371	9.41316
S100A11	8.16052	7.70256	5.96871	6.75227	6.81235	6.98749	8.29905	9.4954	9.37977	8.84282	8.97355	8.75022
S100A12	2.49063	0	0	3.60426	4.09856	4.49651	0	0	0.631735	1.70362	3.04044	3.87522
S100A13	8.79861	7.07665	5.29832	6.72263	7.0992	7.19218	7.40844	7.47143	7.81422	7.6438	7.85599	7.68039
S100A14	6.18208	6.55393	5.90808	5.79909	5.34233	6.41182	7.51194	2.16172	8.54698	7.63433	6.45146	3.34562
S100A16	9.26653	8.58336	6.76734	8.15794	7.73674	8.84865	7.99524	7.24804	9.06796	7.91062	7.88103	7.50365
S100A1	4.83011	4.54294	3.73626	3.46502	2.72958	3.59329	6.45498	3.79322	5.19607	6.50759	7.42989	6.48739
S100A2	3.86729	2.35479	0	1.94608	1.39632	1.47944	1.58093	1.22475	5.5686	5.32518	5.76108	5.21102
S100A3	2.7245	4.0191	1.70833	1.01364	0.203355	0.837666	1.7423	2.96755	2.53704	2.7025	3.54414	3.22284
S100A4	7.75148	6.95081	5.21494	5.43372	5.7301	5.97126	5.84246	7.24416	7.02085	7.69551	9.76354	9.33731
S100A5	0	1.39632	0	0	0	0	0.592568	0.500385	0.592568	0.799161	0	0.500385
S100A6	8.18256	8.1545	5.97381	6.63595	6.78784	7.11233	7.47939	8.11673	8.42325	9.20017	10.1747	9.81515
S100A7A	0	0	0	0	0	1.20446	0	0	1.82326	0.48025	1.92573	0
S100A7L2	0	0	0	0	0	0	0	0	0	0	0	0
S100A7	0.77484	0	0	0.149823	0	0	0	0	4.27329	2.49401	1.88932	0.500385
S100A8	5.47646	2.82005	0.48025	5.97635	6.00881	6.53814	3.21708	3.75346	3.72629	5.38951	5.68228	6.56277
S100A9	6.12687	6.31355	3.16174	6.1203	6.19032	6.37161	4.35119	3.86476	4.68844	7.08508	6.76092	6.81441
S100B	4.01689	3.49585	1.70809	1.65765	1.67963	2.61227	2.19293	4.11877	3.86356	6.66746	7.34373	8.96252
S100G	0	0	0	0	0	0.841996	0.203355	0	2.94085	1.50983	1.32022	0
S100PBP	6.16121	6.66823	5.45532	5.0814	5.43808	5.22575	6.67716	6.30405	6.34034	6.09622	6.04292	6.00833
S100P	9.98073	5.96101	5.7462	2.11043	2.22844	2.54237	2.67176	3.93185	6.05228	3.51703	5.21789	4.14152
S100Z	0.86164	2.31585	0.48025	1.05768	0.203355	0.368462	1.01869	1.26721	0.592568	1.58093	0.592568	0.837666
S1PR1	6.0845	6.17794	6.10702	6.82111	6.95845	6.88141	5.29247	6.2372	6.16882	7.10717	7.91182	8.04906
S1PR2	5.90536	6.9344	7.08506	5.29832	5.01064	5.52545	5.29074	5.89618	5.7056	6.23482	6.0849	5.61467
S1PR3	4.96442	6.0063	5.36598	6.7322	5.8141	6.02823	6.43335	7.63825	7.18745	6.97882	7.00537	5.74164
S1PR4	5.67332	4.08485	3.08738	2.66131	3.27879	4.10275	2.48841	4.23002	3.65785	4.01304	4.55762	3.99873
S1PR5	4.60247	3.3982	2.36095	2.85858	3.29936	4.03915	2.75446	3.03189	3.58459	4.0979	3.38169	2.54127
SAA1	5.57215	8.28375	5.04343	10.069	10.8405	9.26993	3.0109	5.2008	5.85967	9.20337	10.3811	9.4244
SAA2	4.23223	6.71659	4.59402	8.8387	9.5971	8.13094	1.56663	4.78417	3.65816	8.17574	8.71452	7.94368
SAA3P	0	1.43354	0	0	0	0	0	0	0	0	0	0
SAA4	4.65506	8.5637	6.98934	10.1091	10.1311	10.3278	0	1.17708	0.824102	4.15558	5.19522	2.61827
SAAL1	5.61313	6.29157	5.87774	4.7515	4.60276	5.31321	5.67165	5.31852	5.39678	5.58141	5.11041	4.78598
SAC3D1	6.51323	6.80793	5.09987	4.92828	4.628	5.54126	5.48288	5.72235	6.01358	4.83098	5.25589	4.77619
SACM1L	6.94601	7.27309	7.21524	6.88244	6.7178	6.98193	6.97263	6.46878	6.56197	7.03687	6.94101	7.27515
SACS	5.79301	6.15273	5.00395	4.28328	4.48593	5.14749	6.65122	5.97063	5.56702	6.26967	5.82527	6.38202
SAE1	8.03139	8.63746	7.5984	7.08339	6.632	7.27031	7.84321	7.88031	7.87987	7.32503	7.49594	7.43423
SAFB2	7.95121	7.84267	7.81722	6.87005	6.84694	7.30317	7.62677	7.402	7.40334	7.38135	7.18371	6.82276
SAFB	8.2255	8.09925	7.87093	7.21524	7.30921	7.55852	7.8447	7.63788	7.65533	7.62337	7.52557	7.244
SAGE1	0	0	0	0	0	0	0	0	0	2.87036	0	0
SAG	0	0	0	0	0	0	0	0	0.310699	1.01848	0.592568	0
SALL1	7.0579	8.1044	7.0282	8.10742	7.374	7.33498	1.65765	3.83265	3.90176	4.24515	3.83154	2.61497
SALL2	4.61447	4.11015	5.15329	3.49786	3.83814	3.04494	6.45009	6.72971	5.79256	6.55793	6.28803	5.21932
SALL3	0	0	0	0	0	0	1.03708	1.60015	1.08488	0.48025	0	0.261117
SALL4	4.42888	1.39632	5.19296	1.65765	1.2022	2.36638	3.42508	3.56033	3.90126	1.64619	1.06272	0.993783
SAMD10	5.84932	5.9135	5.0876	4.04987	4.35964	4.86538	6.6103	7.26277	5.72873	4.92468	4.92805	3.52301
SAMD11	4.91367	3.40514	1.13909	4.45895	3.81978	4.6144	4.08193	6.63907	7.23194	3.81515	3.58378	2.54579
SAMD12	3.73395	4.41275	1.70426	4.74142	5.19296	4.59155	5.47569	6.24427	5.79256	6.03582	5.30751	4.11003
SAMD13	2.57641	3.42994	1.85728	0	1.54147	0.48025	4.88863	1.594	5.32891	3.41621	2.72664	3.49702
SAMD14	3.15953	3.73395	2.53647	1.29233	2.49433	2.54127	3.24878	4.01502	3.43103	1.78955	1.30054	0.993783
SAMD1	6.6733	6.39359	5.9135	4.93943	5.02388	5.50533	6.50622	5.88868	6.4396	5.36605	5.43995	5.13605
SAMD3	5.0814	4.01856	2.52641	1.05817	2.52229	3.04044	1.93508	3.88832	3.0109	3.01521	3.11068	2.33277
SAMD4A	7.01481	7.0282	6.29157	6.62936	6.52649	6.83948	5.34974	5.29151	5.22096	6.03734	6.85005	7.78266
SAMD4B	6.87936	7.90175	7.31854	6.39693	6.33328	6.25958	7.7191	7.71439	7.56797	7.16207	7.24057	7.33071
SAMD5	5.87212	7.77989	2.20444	6.59715	6.47543	6.62804	2.61673	2.8773	4.85041	6.68507	5.63238	3.93818
SAMD7	0	0	0	0	0	0	0.310699	0	0	0	0	0
SAMD8	3.95215	4.28981	2.97903	4.09871	3.55337	4.20257	4.15723	3.79639	4.42799	4.25245	4.58746	5.94103
SAMD9L	8.08302	6.24222	5.01728	4.93349	4.77619	5.23644	5.05268	6.03992	6.26615	6.64995	6.33847	6.91938
SAMD9	7.5148	5.83481	4.61748	5.0814	4.56378	5.03044	6.15729	5.86066	5.80136	5.99079	5.77752	6.31892
